application_id,stage,outcome,gender,department,region,experience_level,years_experience,university,gpa,recruiter,source,skills,num_skills,resume_score,previous_company_type,phone,email,application_date,stage_date,days_in_stage,days_since_application,interviewer_rating,interview_notes,salary_offered,salary_accepted,quarter,month
APP_00016,Application,Advanced,Female,Finance,Europe,Senior,,University of Washington,2.833918992192994,Recruiter_19,Job Fair,"Python, SQL, Project Management, AWS, JavaScript",5,83.93101703565635,Finance,+1-845-317-3551,candidate16@fsybomail.com,2025-05-18 04:04:49.889884,2025-05-18 04:04:49.889884,0,0.0,,,,,2025Q2,2025-05
APP_00017,Application,Advanced,Female,Marketing,Asia Pacific,Senior,, UC Berkeley ,4.0,Recruiter_11,LinkedIn,"Agile, Analytics, Project Management, Excel",4,45.82591064443876,Big Tech,+1-746-712-6415,candidate17@vhkiemail.com,2025-03-21 04:04:49.890022,2025-03-21 04:04:49.890022,0,0.0,,,,,2025Q1,2025-03
APP_00018,Application,Advanced,Male,Sales,Europe,Mid,2.266476449563268,State University,2.9157995363722526,Recruiter_19,Job Fair,"SQL, Analytics, Excel, AWS",4,50.79884016673812,Startup,+1-834-317-7028,candidate18@odmxtmail.com,2025-02-24 04:04:49.890175,2025-02-24 04:04:49.890175,0,0.0,,,,,2025Q1,2025-02
APP_00019,Application,Advanced,Female,Product,Europe,Mid,2.5564647765722475,Yale,3.72547543038266,Recruiter_10,Referral,"Project Management, AWS, Excel, Machine Learning, Leadership",5,52.4825332748537,Government,+1-496-925-2792,candidate19@neuznmail.com,2025-03-17 04:04:49.890311,2025-03-17 04:04:49.890311,0,0.0,,,,,2025Q1,2025-03
APP_00020,Application,Advanced,Male,Sales,Latin America,Mid,2.898419291759928,University of Washington,3.908050218630286,Recruiter_20,LinkedIn,"Machine Learning, Excel, Leadership, Project Management, JavaScript, Kubernetes, Agile",7,62.72288674436413,Finance,+1-559-760-5422,candidate20@amwsxmail.com,2025-06-04 04:04:49.890447,2025-06-04 04:04:49.890447,0,0.0,,,,,2025Q2,2025-06
APP_00021,Application,Advanced,Male,Data Science,North America,Mid,5.202999085944484,Harvard,3.6055181654322443,Recruiter_01,University Career Fair,"JavaScript, SQL",2,70.58450008472542,Big Tech,+1-287-277-3538,,2025-06-21 04:04:49.890591,2025-06-21 04:04:49.890591,0,0.0,,,,,2025Q2,2025-06
APP_00022,Application,Advanced,Male,Product,Asia Pacific,Mid,5.444272079898886,Stanford,3.874084116604356,Recruiter_15,Referral,"Leadership, React, Excel",3,64.9494120966698,Startup,+1-434-693-3051,candidate22@zzmbwmail.com,2025-02-01 04:04:49.890726,2025-02-01 04:04:49.890726,0,0.0,,,,,2025Q1,2025-02
APP_00023,Application,Advanced,Male,Operations,Asia Pacific,Entry,0.09393193355011009,USC,2.663650307467342,Recruiter_06,Company Website,"Analytics, Communication, Excel, AWS",4,55.806345498964475,Government,+1-961-747-9942,candidate23@tsctkmail.com,2025-01-12 04:04:49.890861,2025-01-12 04:04:49.890861,0,0.0,,,,,2025Q1,2025-01
APP_00024,Application,Advanced,Male,Engineering,Asia Pacific,Mid,2.5472745236758456,University of Washington,3.1091451296700523,Recruiter_18,University Career Fair,"Project Management, JavaScript, Machine Learning, Agile",4,71.28722046672743,Government,,candidate24@qwzuvmail.com,2025-03-13 04:04:49.890995,2025-03-13 04:04:49.890995,0,0.0,,,,,2025Q1,2025-03
APP_00025,Application,Advanced,Female,Finance,Asia Pacific,Senior,8.087225132237132,UC Berkeley,3.8075547980889923,Recruiter_10,LinkedIn,"JavaScript, Agile, Tableau, React, AWS, Analytics, Machine Learning",7,,Big Tech,+1-938-238-3032,candidate25@ulypxmail.com,2025-03-18 04:04:49.891131,2025-03-18 04:04:49.891131,0,0.0,,,,,2025Q1,2025-03
APP_00026,Application,Advanced,Female,Data Science,Europe,Entry,1.8894640445828206,CMU,3.333710778741354,Recruiter_15,LinkedIn,"Leadership, Communication, Python, Kubernetes, Excel",5,,Big Tech,+1-973-716-2796,candidate26@vowqimail.com,2025-04-17 04:04:49.891268,2025-04-17 04:04:49.891268,0,0.0,,,,,2025Q2,2025-04
APP_00027,Application,Advanced,Female,HR,North America,Mid,5.72635795327596,Princeton,131.82176585579458,Recruiter_14,Referral,"Machine Learning, Kubernetes, Agile, JavaScript",4,48.57204386940392,Consulting,+1-239-948-2312,candidate27@fxsphmail.com,2025-03-20 04:04:49.891403,2025-03-20 04:04:49.891403,0,0.0,,,,,2025Q1,2025-03
APP_00028,Application,Advanced,Female,Product,Asia Pacific,Staff/Principal,8.076630460602003,Harvard,3.5673010219144,Recruiter_10,LinkedIn,"Excel, Agile, Project Management",3,81.00618043857655,Non-profit,+1-683-441-8491,candidate28@qlvqjmail.com,2025-02-11 04:04:49.891547,2025-02-11 04:04:49.891547,0,0.0,,,,,2025Q1,2025-02
APP_00029,Application,Advanced,Female,Product,North America,Entry,0.8523626044719459,NYU,2.7196025792244987,Recruiter_15,University Career Fair,"Tableau, Leadership, Project Management, Excel",4,68.90260684955607,Finance,,candidate29@azfobmail.com,2025-04-11 04:04:49.891683,2025-04-11 04:04:49.891683,0,0.0,,,,,2025Q2,2025-04
APP_00030,Application,Advanced,Female,HR,North America,Senior,6.29821212273658,UC Berkeley,3.6055340772262183,Recruiter_14,Referral,"Kubernetes, Tableau, Agile, JavaScript, Python, Analytics, Machine Learning",7,71.1478453737145,Big Tech,+1-806-365-7154,candidate30@myafimail.com,2025-05-10 04:04:49.891819,2025-05-10 04:04:49.891819,0,0.0,,,,,2025Q2,2025-05
APP_00031,Application,Advanced,Male,Operations,North America,Entry,0.40171817972458834,MIT,2.845851253732107,Recruiter_02,Indeed,"Analytics, Communication",2,58.390207299805326,Non-profit,+1-582-206-1458,candidate31@tpdfzmail.com,2025-05-27 04:04:49.891956,2025-05-27 04:04:49.891956,0,0.0,,,,,2025Q2,2025-05
APP_00032,Application,Advanced,Female,Marketing,North America,Mid,5.8991726485871325,UCLA,3.026714636941761,Recruiter_13,Company Website,"Agile, Machine Learning, SQL, Leadership, AWS, Excel, Project Management",7,86.29988640565863,Big Tech,+1-807-816-7563,candidate32@zubdbmail.com,2025-02-13 04:04:49.892091,2025-02-13 04:04:49.892091,0,0.0,,,,,2025Q1,2025-02
APP_00033,Application,Advanced,Male,Data Science,Asia Pacific,Senior,11.09524930890758,Stanford,3.389778371603422,Recruiter_10,LinkedIn,"Project Management, Leadership, AWS, Kubernetes, JavaScript, Analytics, Tableau",7,92.59093528889046,Consulting,+1-829-469-6724,candidate33@jliaemail.com,2025-01-08 04:04:49.892229,2025-01-08 04:04:49.892229,0,0.0,,,,,2025Q1,2025-01
APP_00034,Application,Advanced,Male,Sales,North America,Senior,6.260073062309065,Online University,3.2713507455816146,Recruiter_15,Referral,"Python, JavaScript, React, AWS",4,,Non-profit,+1-535-945-1891,candidate34@whruamail.com,2025-02-15 04:04:49.892366,2025-02-15 04:04:49.892366,0,0.0,,,,,2025Q1,2025-02
APP_00035,Application,Advanced,Female,Product,Europe,Senior,9.66880061893635,UT Austin,3.647211484393448,Recruiter_17,Indeed,"Tableau, AWS, SQL, JavaScript, Machine Learning, Leadership, Kubernetes",7,77.11554983733846,Finance,+1-653-681-8761,,2025-04-14 04:04:49.892504,2025-04-14 04:04:49.892504,0,0.0,,,,,2025Q2,2025-04
APP_00036,Application,Advanced,Male,Finance,Asia Pacific,Mid,3.5191431207169193,NYU,3.8358659460065843,Recruiter_17,Job Fair,"Python, Analytics, Leadership, AWS, Machine Learning, Tableau",6,98.0096718127435,Finance,+1-220-606-5431,candidate36@ouoydmail.com,2025-05-25 04:04:49.892639,2025-05-25 04:04:49.892639,0,0.0,,,,,2025Q2,2025-05
APP_00037,Application,Advanced,Male,Marketing,North America,Mid,2.738340518148132,International University,3.4365736510235982,Recruiter_04,Recruiter Outreach,"Tableau, Project Management, Agile, Excel, Machine Learning",5,94.71603637154209,Non-profit,+1-225-720-1009,candidate37@xzyjhmail.com,2025-01-22 04:04:49.892784,2025-01-22 04:04:49.892784,0,0.0,,,,,2025Q1,2025-01
APP_00038,Application,Advanced,Female,Engineering,Latin America,Mid,4.55184317326388,International University,2.9746393417928587,Recruiter_17,LinkedIn,"Tableau, Agile, JavaScript",3,,Consulting,+1-301-753-7764,candidate38@ndheamail.com,2025-03-13 04:04:49.892920,2025-03-13 04:04:49.892920,0,0.0,,,,,2025Q1,2025-03
APP_00039,Application,Advanced,Male,Marketing,Asia Pacific,Entry,1.990960981408514,UC Berkeley,3.342595062257835,Recruiter_03,Job Fair,"AWS, SQL, Machine Learning, Analytics, Tableau",5,67.07006994994256,Other,+1-303-829-7099,candidate39@hxlaymail.com,2025-05-16 04:04:49.893058,2025-05-16 04:04:49.893058,0,0.0,,,,,2025Q2,2025-05
APP_00040,Application,Advanced,Male,Marketing,Europe,Entry,1.7466733234476957,Princeton,3.179709190364545,Recruiter_09,University Career Fair,"Agile, Excel, Analytics, Kubernetes, Tableau, Machine Learning",6,,Other,+1-272-598-8842,candidate40@bbcrnmail.com,2025-04-05 04:04:49.893193,2025-04-05 04:04:49.893193,0,0.0,,,,,2025Q2,2025-04
APP_00041,Application,Advanced,Female,Operations,Europe,Mid,2.48814020849758,Stanford,3.3567849200842996,Recruiter_13,Referral,"Analytics, Python, JavaScript, Communication, Tableau",5,,Consulting,+1-255-662-9648,candidate41@wsicumail.com,2025-03-04 04:04:49.893328,2025-03-04 04:04:49.893328,0,0.0,,,,,2025Q1,2025-03
APP_00042,Application,Advanced,Male,Engineering,Latin America,Mid,8.32307996359523,UC Berkeley,3.8831237233844007,Recruiter_07,Job Fair,"JavaScript, Machine Learning, Agile, AWS, SQL, Communication",6,,Government,+1-363-664-5592,candidate42@kutwumail.com,2025-01-02 04:04:49.893464,2025-01-02 04:04:49.893464,0,0.0,,,,,2025Q1,2025-01
APP_00043,Application,Advanced,Male,Operations,Europe,Staff/Principal,15.912247066469392,Community College,3.364662936396362,Recruiter_09,University Career Fair,"SQL, Project Management, JavaScript, AWS, Analytics, Agile",6,,Startup,+1-476-431-1365,candidate43@dktosmail.com,2025-01-11 04:04:49.893608,2025-01-11 04:04:49.893608,0,0.0,,,,,2025Q1,2025-01
APP_00044,Application,Advanced,Female,Operations,Latin America,Entry,0.08390244686327253,CMU,3.65667497486186,Recruiter_09,Referral,"Communication, Kubernetes, Machine Learning",3,93.36940630839497,Startup,+1-613-924-1685,candidate44@qxuczmail.com,,,0,,,,,,,
APP_00045,Application,Advanced,Female,HR,Europe,Mid,2.8540454652426877,USC,3.5598751807010567,Recruiter_11,Recruiter Outreach,"Communication, SQL, Analytics, Excel, JavaScript, Project Management",6,65.22964659312257,Big Tech,+1-783-328-6995,candidate45@ecadhmail.com,2025-04-01 04:04:49.893879,2025-04-01 04:04:49.893879,0,0.0,,,,,2025Q2,2025-04
APP_00046,Application,Advanced,Female,Data Science,North America,Mid,2.498856227645562,NYU,3.3575752363847844,Recruiter_12,Indeed,"Analytics, Machine Learning, Python, Excel",4,,Other,+1-420-725-4586,candidate46@xepzwmail.com,2025-06-15 04:04:49.894021,2025-06-15 04:04:49.894021,0,0.0,,,,,2025Q2,2025-06
APP_00047,Application,Advanced,Male,Finance,Europe,Senior,5.437795588281579,CMU,3.0489430320961697,Recruiter_04,LinkedIn,"Tableau, SQL, Leadership, React, Machine Learning, Project Management",6,86.73740242050933,Startup,+1-337-249-6068,candidate47@kqvmfmail.com,2025-06-10 04:04:49.894156,2025-06-10 04:04:49.894156,0,0.0,,,,,2025Q2,2025-06
APP_00048,Application,Advanced,Female,Sales,North America,Mid,,Online University,3.2903086571781874,Recruiter_04,University Career Fair,"Kubernetes, SQL, Machine Learning, Leadership, Python",5,60.01030863524793,Consulting,+1-395-889-5000,candidate48@gforxmail.com,2025-02-23 04:04:49.894295,2025-02-23 04:04:49.894295,0,0.0,,,,,2025Q1,2025-02
APP_00049,Application,Advanced,Female,Sales,Europe,Senior,8.928559517977675,UCLA,3.10616336928078,Recruiter_17,LinkedIn,"Machine Learning, JavaScript",2,,Consulting,+1-285-787-9535,candidate49@ohfjcmail.com,2025-02-02 04:04:49.894434,2025-02-02 04:04:49.894434,0,0.0,,,,,2025Q1,2025-02
APP_00050,Application,Advanced,Male,Op3rations,Asia Pacific,Senior,7.7350985592952926,international university,3.292612691883342,Recruiter_09,University Career Fair,"SQL, Analytics, Communication",3,64.54590382379142,Startup,+1-437-303-7971,candidate50@tflbgmail.com,2025-01-12 04:04:49.894587,2025-01-12 04:04:49.894587,0,0.0,,,,,2025Q1,2025-01
APP_00051,Application,Advanced,Male,HR,Latin America,Staff/Principal,11.876134380634566,Community College,2.976913740771978,Recruiter_09,Company Website,"Tableau, AWS, Agile, Communication",4,74.38476868494804,Finance,+1-845-410-8544,candidate51@kbollmail.com,2025-06-17 04:04:49.894739,2025-06-17 04:04:49.894739,0,0.0,,,,,2025Q2,2025-06
APP_00052,Application,Advanced,Male,Data Science,North America,Senior,,Community College,3.7182812566798966,Recruiter_18,Referral,"React, AWS, Agile, SQL, Leadership, Machine Learning, Project Management",7,84.27995906220974,Other,+1-853-659-8568,candidate52@gicmomail.com,2025-05-02 04:04:49.894873,2025-05-02 04:04:49.894873,0,0.0,,,,,2025Q2,2025-05
APP_00053,Application,Advanced,Male,Marketing,Europe,Staff/Principal,18.92924193972698,UT Austin,3.6837807268556158,Recruiter_20,Referral,"Project Management, SQL, Tableau, Python, React, AWS, JavaScript",7,,Startup,+1-288-853-2762,candidate53@iniddmail.com,2025-03-08 04:04:49.895012,2025-03-08 04:04:49.895012,0,0.0,,,,,2025Q1,2025-03
APP_00054,Application,Advanced,Male,Operations,Europe,Entry,0.05028391655454545,UC Berkeley,333.4569849204067,Recruiter_05,University Career Fair,"SQL, Agile, Kubernetes",3,,Finance,+1-778-691-1193,,2025-05-12 04:04:49.895148,2025-05-12 04:04:49.895148,0,0.0,,,,,2025Q2,2025-05
APP_00055,Application,Advanced,Male,Product,Latin America,Mid,2.1605150826138275,Community College,,Recruiter_03,Recruiter Outreach,"SQL, Machine Learning, Analytics, JavaScript, Communication, Kubernetes, Python",7,53.13672750802604,Other,+1-596-903-2517,candidate55@skmnmmail.com,2025-01-12 04:04:49.895285,2025-01-12 04:04:49.895285,0,0.0,,,,,2025Q1,2025-01
APP_00056,Application,Advanced,Male,Sales,Latin America,Entry,1.325329026118711,State University,3.7274522647119595,Recruiter_13,Referral,"JavaScript, React, Agile, Python, AWS",5,56.92494718351459,Non-profit,+1-750-739-1770,candidate56@tfubfmail.com,2025-01-05 04:04:49.895424,2025-01-05 04:04:49.895424,0,0.0,,,,,2025Q1,2025-01
APP_00057,Application,Advanced,Male,Financ3,Europe,Mid,5.155940639683173,NYU,2.9225452672974077,Recruiter_06,Company Website,"React, SQL, Machine Learning, Communication, Python",5,,Government,+1-620-767-5928,candidate57@aotsjmail.com,2025-06-01 04:04:49.895574,2025-06-01 04:04:49.895574,0,0.0,,,,,2025Q2,2025-06
APP_00058,Application,Advanced,Male,Sales,Latin America,Staff/Principal,10.50636884846888,Georgia Tech,,Recruiter_04,Company_Website,"Excel, Tableau, Python, SQL, JavaScript, AWS",6,,Consulting,+1-699-308-4807,candidate58@pvdeemail.com,2025-03-08 04:04:49.895710,2025-03-08 04:04:49.895710,0,0.0,,,,,2025Q1,2025-03
APP_00059,Application,Advanced,Male,Sales,North America,Mid,3.9555913271698055,MIT,3.3312548054146833,Recruiter_11,Referral,"Agile, Analytics, SQL, AWS, Python, Leadership, JavaScript",7,,Consulting,+1-466-884-4630,candidate59_at_lvuvkmail.com,2025-03-18 04:04:49.895864,2025-03-18 04:04:49.895864,0,0.0,,,,,2025Q1,2025-03
APP_00060,Application,Advanced,Female,Data Science,Latin America,Mid,5.577810227296929,State University,3.311269287497483,Recruiter_04,University Career Fair,"SQL, Agile, Communication, Project Management, AWS",5,85.11601862241478,Consulting,+1-919-313-5117,candidate60@vkcvjmail.com,2025-03-19 04:04:49.896000,2025-03-19 04:04:49.896000,0,0.0,,,,,2025Q1,2025-03
APP_00061,Application,Advanced,Male,Finance,Europe,Senior,9.609783609690384,Georgia Tech,3.568551924439233,Recruiter_07,Indeed,"Excel, Kubernetes",2,66.09239756630042,Consulting,+1-265-856-8913,candidate61@pfbbzmail.com,2025-04-23 04:04:49.896135,2025-04-23 04:04:49.896135,0,0.0,,,,,2025Q2,2025-04
APP_00062,Application,Advanced,Female,Product,Asia Pacific,Mid,4.218629392140382,International University,3.3452866900122284,Recruiter_19,Indeed,"Machine Learning, Python, Project Management, Analytics, Excel",5,,Finance,6404408161,candidate62@zrvfqmail.com,2025-05-07 04:04:49.896282,2025-05-07 04:04:49.896282,0,0.0,,,,,2025Q2,2025-05
APP_00063,Application,Advanced,Male,Engineering,North America,Mid,4.2585162039890525,International University,,Recruiter_15,Univ3rsity Car33r Fair,"SQL, Project Management, Machine Learning, Communication, AWS, Excel",6,81.90629594160072,Big Tech,7015033587,candidate63@icoprmail.com,2025-05-09 04:04:49.896417,2025-05-09 04:04:49.896417,0,0.0,,,,,2025Q2,2025-05
APP_00064,Application,Advanced,Male,Data Science,North America,Senior,7.20939140634345,USC,3.5505638104390065,Recruiter_04,Job Fair,"Kubernetes, Project Management, Leadership, JavaScript, Analytics",5,61.46922668463734,Government,+1-991-969-9016,candidate64@dnjcymail.com,2025-03-12 04:04:49.896568,2025-03-12 04:04:49.896568,0,0.0,,,,,2025Q1,2025-03
APP_00065,Application,Advanced,Female,Finance,Asia Pacific,Entry,1.4780531155759173,Stanford,2.644870064299859,Recruiter_10,Referral,"Communication, SQL, React, Agile, AWS, Python",6,,Consulting,+1-356-809-6345,candidate65@mowlzmail.com,2025-01-05 04:04:49.896703,2025-01-05 04:04:49.896703,0,0.0,,,,,2025Q1,2025-01
APP_00066,Application,Advanced,Male,Operations,Asia Pacific,Mid,3.0396199169713314,USC,2.880749245978148,Recruiter_10,Job Fair,"Excel, AWS",2,98.67160211867271,Consulting,+1-935-772-6241,candidate66@uneffmail.com,2025-05-15 04:04:49.896855,2025-05-15 04:04:49.896855,0,0.0,,,,,2025Q2,2025-05
APP_00067,Application,Advanced,Male,HR,Asia Pacific,Entry,0.8739917713312417,UCLA,3.4191845783926187,Recruiter_18,Referral,"Analytics, Machine Learning, AWS, JavaScript, Tableau, Project Management",6,79.97765794887773,Non-profit,+1-812-711-5009,candidate36@kuxjhmail.com,2025-06-18 04:04:49.896990,2025-06-18 04:04:49.896990,0,0.0,,,,,2025Q2,2025-06
APP_00068,Application,Advanced,Male,Sales.,North America,Staff/Principal,19.41114313403058,Harvard,3.967841201805455,Recruiter_01,Indeed,"Project Management, Leadership, Machine Learning, Kubernetes, AWS, Tableau",6,65.99364651391943,,+1-600-477-2772,candidate68@idekxmail.com,2025-01-20 04:04:49.897168,2025-01-20 04:04:49.897168,0,0.0,,,,,2025Q1,2025-01
APP_00069,Application,Advanced,Female,HR,Europe,Mid,3.457416953712928,Princeton,3.2279603184952217,Recruiter_20,LinkedIn,"React, AWS, Kubernetes, Python",4,,Finance,+1-780-453-5276,candidate69@iyyvfmail.com,2025-03-12 04:04:49.897304,2025-03-12 04:04:49.897304,0,0.0,,,,,2025Q1,2025-03
APP_00070,Application,Advanced,Male,Operations,Latin America,Senior,10.646854637863175,Community College,3.2158946393666707,Recruiter_18,Recruiter Outreach,"AWS, JavaScript",2,,Government,+1-390-928-3610,candidate70@dqixbmail.com,2025-05-30 04:04:49.897438,2025-05-30 04:04:49.897438,0,0.0,,,,,2025Q2,2025-05
APP_00071,Application,Advanced,Female,engineering,North America,Entry,0.9650008404707213,UCLA,4.0,Recruiter_03,Referral,"Kubernetes, Excel, Communication, Analytics",4,42.84949013793961,Startup,+1-367-538-3240,candidate71@epfhmmail.com,2025-04-09 04:04:49.897585,2025-04-09 04:04:49.897585,0,0.0,,,,,2025Q2,2025-04
APP_00072,Application,Advanced,Female,Marketing,Latin America,Mid,7.813642219718783,Community College,2.861806065499111,Recruiter_14,Referral,"Agile, Leadership",2,85.23089262865201,Consulting,+1-340-283-4765,candidate72@gownwmail.com,2025-03-02 04:04:49.897723,2025-03-02 04:04:49.897723,0,0.0,,,,,2025Q1,2025-03
APP_00073,Application,Advanced,Male,Data Science,Europe,Staff/Principal,14.201479269537899,Princeton,3.081142910237373,Recruiter_09,Indeed,"Communication, SQL, Tableau",3,,Big Tech,+1-333-918-2306,candidate73@jiapfmail.com,2025-04-08 04:04:49.897859,2025-04-08 04:04:49.897859,0,0.0,,,,,2025Q2,2025-04
APP_00074,Application,Advanced,Male,Finance,Asia Pacific,Entry,0.4409673869466082,MIT.,3.427819235102897,Recruiter_02,Job Fair,"Analytics, Communication",2,85.83882752430158,Consulting,+1-447-984-5138,candidate74@yijrtmail.com,2025-01-22 04:04:49.897993,2025-01-22 04:04:49.897993,0,0.0,,,,,2025Q1,2025-01
APP_00075,Application,Advanced,Male,Operations,Latin America,Mid,3.1332190496997225,Community College,3.291751768188825,Recruiter_01,Job Fair,"JavaScript, SQL, Leadership, Kubernetes",4,88.38884275671528,Non-profit,+1-767-386-3817,candidate75@zkfzhmail.com,2025-04-15 04:04:49.898145,2025-04-15 04:04:49.898145,0,0.0,,,,,2025Q2,2025-04
APP_00076,Application,Advanced,Male,Engineering,Europe,Entry,0.1409838912862893,ut austin,3.120304713085949,Recruiter_04,University Career Fair,"Agile, Kubernetes, Project Management, AWS, SQL",5,67.61462889009731,Big Tech,+1-352-948-3591,candidate76@wednjmail.com,2025-02-20 04:04:49.898289,2025-02-20 04:04:49.898289,0,0.0,,,,,2025Q1,2025-02
APP_00077,Application,Advanced,Male,Finance,Europe,Senior,6.607187125277781,Princeton,3.004876466164792,Recruiter_16,Recruiter Outreach,"Excel, React, JavaScript, Tableau, Kubernetes, Leadership, Machine Learning",7,83.02167818707514,Consulting,+1-912-433-8178,candidate77@ngwovmail.com,2025-01-22 04:04:49.898436,2025-01-22 04:04:49.898436,0,0.0,,,,,2025Q1,2025-01
APP_00078,Application,Advanced,Male,Engineering,Europe,Senior,8.0736689567558,Stanford,3.3831194422751825,Recruiter_02,Recruiter Outreach,"SQL, JavaScript",2,100.0,Other,+1-615-993-4893,candidate78@ixxaymail.com,2025-02-08 04:04:49.898571,2025-02-08 04:04:49.898571,0,0.0,,,,,2025Q1,2025-02
